时间,东门,西门,南门,北门
00:00,58,46,38,34
00:10,58,46,38,34
00:20,58,46,38,34
00:30,58,46,38,34
00:40,58,46,38,33
00:50,58,45,38,33
01:00,58,45,38,33
01:10,58,45,38,33
01:20,58,45,38,33
01:30,58,45,38,33
01:40,58,45,38,33
01:50,58,45,38,33
02:00,58,45,38,33
02:10,58,46,38,33
02:20,59,46,38,33
02:30,60,46,38,33
02:40,60,46,38,33
02:50,60,46,38,33
03:00,60,47,38,33
03:10,61,48,38,33
03:20,62,48,38,33
03:30,62,50,38,33
03:40,62,51,38,34
03:50,62,51,40,34
04:00,62,52,40,35
04:10,62,53,40,35
04:20,62,54,40,35
04:30,63,54,40,35
04:40,63,54,40,35
04:50,63,55,40,35
05:00,63,55,40,35
05:10,63,55,40,35
05:20,64,55,40,35
05:30,64,55,40,36
05:40,64,55,40,36
05:50,64,56,40,36
06:00,64,56,40,36
06:10,64,56,39,36
06:20,65,56,39,36
06:30,65,57,39,36
06:40,64,57,39,36
06:50,63,58,39,36
07:00,63,58,39,37
07:10,63,58,39,37
07:20,64,58,38,37
07:30,67,58,38,37
07:40,67,58,38,37
07:50,67,58,38,38
08:00,68,58,38,38
08:10,68,58,38,38
08:20,68,57,38,38
08:30,68,57,38,38
08:40,68,56,38,38
08:50,68,56,38,38
09:00,67,57,38,38
09:10,67,57,38,39
09:20,67,58,38,39
09:30,67,57,37,39
09:40,67,57,37,39
09:50,67,57,37,40
10:00,67,55,37,40
10:10,67,55,37,40
10:20,67,55,36,39
10:30,67,55,36,39
10:40,67,54,36,37
10:50,67,54,35,37
11:00,69,54,35,37
11:10,69,54,35,37
11:20,69,54,35,35
11:30,68,53,35,33
11:40,64,52,35,33
11:50,63,51,34,33
12:00,63,51,34,32
